id,ids_prism,ids_espn,ids_fantasypros,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay
bfn1cz3szm,bfn1cz3szm,4258173,20130,00-0036554,18836,CollNi00,7569,bd56a50c-5fae-4ee2-8363-f74ae07b6887,Q80982985,33477,N.Collins,Nico,Nico Collins,"Collins, Nico","Collins, N",Nico Collins,,Nico Collins,Collins,Nico,,1999-03-19,1999,03,19
bg09vffbn8,bg09vffbn8,16002,11798,00-0029892,11911,JuszKy00,1379,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,Q14950145,26753,K.Juszczyk,Kyle,Kyle Juszczyk,"Juszczyk, Kyle","Juszczyk, K",Kyle Juszczyk,,Kyle Juszczyk,Juszczyk,Kyle,,1991-04-23,1991,04,23
bhrcs4wd8m,bhrcs4wd8m,4880281,26035,00-0041029,22931,TysoJo00,13281,5368ab1c-5463-4326-86c0-17c06bf51c9d,Q131228425,42630,J.Tyson,Jordyn,Jordyn Tyson,"Tyson, Jordyn","Tyson, J",Jordyn Tyson,,Jordyn Tyson,Tyson,Jordyn,,2004-08-12,2004,08,12
bj95r6p7vd,bj95r6p7vd,4431268,27315,00-0040705,22269,DikeCh00,12540,1e95c7fc-ecf7-4fcb-82d8-d77e2b6872d5,Q126370762,41903,C.Dike,Chimere,Chimere Dike,"Dike, Chimere","Dike, C",Chimere Dike,,Chimere Dike,Dike,Chimere,,2001-12-14,2001,12,14
blnqqrmpk0,blnqqrmpk0,4433959,27843,00-0040509,22780,YuroBe00,13121,1f3d48b0-2629-11f0-9dca-47cf7c5385b0,Q113481927,42434,B.Yurosek,Benjamin,Ben Yurosek,"Yurosek, Ben","Yurosek, B",Benjamin Yurosek,,Ben Yurosek,Yurosek,Ben,,2002-03-17,2002,03,17
bmfsvzmfer,bmfsvzmfer,4715355,27866,00-0040024,22809,CoopDa01,13150,2aa4ddb0-2775-11f0-9d31-3b5afe6c6d5f,Q135672064,42464,D.Cooper,Darius,Darius Cooper,"Cooper, Darius","Cooper, D",Darius Cooper,,Darius Cooper,Cooper,Darius,,2001-11-22,2001,11,22
bpfx2ccd7h,bpfx2ccd7h,4426386,25322,00-0039021,20334,JohnRo07,10235,e3c414c0-be8c-4807-af9c-f91d89c83e60,Q114060536,40162,R.Johnson,Roschon,Roschon Johnson,"Johnson, Roschon","Johnson, R",Roschon Johnson,,Roschon Johnson,Johnson,Roschon,,2001-01-31,2001,01,31
bprsm7p7sr,bprsm7p7sr,3915486,17598,00-0034270,16379,ConkTy00,5133,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,Q52423823,31127,T.Conklin,Tyler,Tyler Conklin,"Conklin, Tyler","Conklin, T",Tyler Conklin,,Tyler Conklin,Conklin,Tyler,,1995-07-30,1995,07,30
bq5p5k9hqh,bq5p5k9hqh,4567750,23062,00-0040129,22063,EgbuEm01,12514,00cea287-1fa0-4584-803f-59f546ef8722,Q113843781,41804,E.Egbuka,Emeka,Emeka Egbuka,"Egbuka, Emeka","Egbuka, E",Emeka Egbuka,,Emeka Egbuka,Egbuka,Emeka,,2002-10-14,2002,10,14
bxgww93f44,bxgww93f44,4039050,19270,00-0036331,17989,DuveDe00,6847,d93dbc83-e604-4823-a24e-d162cbd8d4d9,Q74433616,32762,D.Duvernay,Devin,Devin Duvernay,"Duvernay, Devin","Duvernay, D",Devin Duvernay,,Devin Duvernay,Duvernay,Devin,,1997-09-12,1997,09,12
byrh5jbfrr,byrh5jbfrr,4887558,25885,00-0038797,21001,WilsEm00,11435,05266280-f323-11ed-bd27-0bcbcaae8d67,Q122110046,40707,E.Wilson,Emanuel,Emanuel Wilson,"Wilson, Emanuel","Wilson, E",Emanuel Wilson,,Emanuel Wilson,Wilson,Emanuel,,1999-05-08,1999,05,08
c08v6bmk04,c08v6bmk04,4368003,25335,00-0038619,20337,IosiAn00,10226,30c0df5e-bb77-4eee-8390-8fc13844e1c3,Q115491978,40211,A.Iosivas,Andrei,Andrei Iosivas,"Iosivas, Andrei","Iosivas, A",Andrei Iosivas,,Andrei Iosivas,Iosivas,Andrei,,1999-10-15,1999,10,15
c0yplzwr7d,c0yplzwr7d,16737,12119,00-0031408,12686,EvanMi00,2216,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,Q14951064,27535,M.Evans,Michael,Mike Evans,"Evans, Mike","Evans, M",Michael Evans,,Mike Evans,Evans,Mike,,1993-08-21,1993,08,21
c1n6ythfw0,c1n6ythfw0,3916566,19708,00-0036345,18231,OsboKJ00,7066,3bf5c049-9daa-43ba-9758-c6c895a9d462,Q91934897,32846,K.Osborn,K.J.,K.J. Osborn,"Osborn, K.J.","Osborn, K",K.J. Osborn,,K.J. Osborn,Osborn,K.J.,,1997-06-10,1997,06,10
cd2tnqmxp0,cd2tnqmxp0,4429059,27520,00-0040583,22109,MarkWo00,12474,b900661b-b5df-47c8-819d-bb13b106a60b,Q124407689,41902,W.Marks,Jo'Quavious,Woody Marks,"Marks, Woody","Marks, W",Jo'Quavious Marks,,Woody Marks,Marks,Woody,,2000-12-29,2000,12,29
cdt4bn5jwr,cdt4bn5jwr,4430034,26136,00-0039342,21137,LegeXa00,11626,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,Q122790425,40890,X.Legette,Anthony,Xavier Legette,"Legette, Xavier","Legette, X",Anthony Legette,,Xavier Legette,Legette,Xavier,,2001-01-29,2001,01,29
cjs8qckn70,cjs8qckn70,4257364,25748,00-0038440,20829,ScotZa00,11299,3b133980-eb9a-11ed-8b52-a11a185238e2,Q124753613,40539,Z.Scott,Zavier,Zavier Scott,"Scott, Zavier","Scott, Z",Zavier Scott,,Zavier Scott,Scott,Zavier,,1999-07-17,1999,07,17
ck7gwv44k8,ck7gwv44k8,4690070,24370,00-0038839,20659,TinsMi00,11068,0ac39560-e760-11ed-ad1e-4d786886cff5,Q114088426,40313,M.Tinsley,Mitchell,Mitchell Tinsley,"Tinsley, Mitchell","Tinsley, M",Mitchell Tinsley,,Mitchell Tinsley,Tinsley,Mitchell,,1999-09-15,1999,09,15
cmex2l5120,cmex2l5120,4690143,27447,00-0040075,22283,WestLa01,12699,f4e1d4de-95e9-452e-95ab-3555989d90bb,Q124254862,42000,L.Wester,LaJohntay,LaJohntay Wester,"Wester, LaJohntay","Wester, L",LaJohntay Wester,,LaJohntay Wester,Wester,LaJohntay,,2002-03-29,2002,03,29
crn4f6m9cr,crn4f6m9cr,4685702,25391,00-0040784,22062,JudkQu00,12512,268c6ae2-278b-49f8-b7cd-b367944412f3,Q115492439,41821,Q.Judkins,Quinshon,Quinshon Judkins,"Judkins, Quinshon","Judkins, Q",Quinshon Judkins,,Quinshon Judkins,Judkins,Quinshon,,2003-10-29,2003,10,29
ctjhb4rm20,ctjhb4rm20,4808839,24371,00-0040782,22061,BondIs00,12503,6ceb1330-795d-11f0-aadf-fbc926339e02,Q121863369,42598,I.Bond,Isaiah,Isaiah Bond,"Bond, Isaiah","Bond, I",Isaiah Bond,,Isaiah Bond,Bond,Isaiah,,2004-03-15,2004,03,15
ctzjf2xzxh,ctzjf2xzxh,3912547,17236,00-0034869,16077,DarnSa00,4943,13d826c5-9b22-4e0a-a877-02d8c84c546b,Q27049069,30973,S.Darnold,Sam,Sam Darnold,"Darnold, Sam","Darnold, S",Sam Darnold,,Sam Darnold,Darnold,Sam,,1997-06-05,1997,06,05
cz9j05ddjd,cz9j05ddjd,3051889,15495,00-0032951,14784,TreaLa00,3155,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,Q14951171,29257,L.Treadwell,Laquon,Laquon Treadwell,"Treadwell, Laquon","Treadwell, L",Laquon Treadwell,,Laquon Treadwell,Treadwell,Laquon,,1995-06-14,1995,06,14
d0bey79v6w,d0bey79v6w,2531358,14014,00-0031484,13501,ManhCh00,3048,7c7b5515-7786-4e24-9ce0-34e6a8bd5727,Q27049004,28365,C.Manhertz,Christopher,Chris Manhertz,"Manhertz, Chris","Manhertz, C",Christopher Manhertz,,Chris Manhertz,Manhertz,Chris,,1992-04-10,1992,04,10
d7p3cc2jzd,d7p3cc2jzd,4692590,25251,00-0038938,20277,HyatJa00,9497,e5f9d339-a89f-4e47-9a84-b89f14550c05,Q114560094,40128,J.Hyatt,Jalin,Jalin Hyatt,"Hyatt, Jalin","Hyatt, J",Jalin Hyatt,,Jalin Hyatt,Hyatt,Jalin,,2001-09-25,2001,09,25
dc4795j3h8,dc4795j3h8,4685382,25395,00-0040666,22069,HampOm00,12507,3e1b7908-79ee-4a23-97b9-5190725a2e5e,Q122461052,41807,O.Hampton,Omarion,Omarion Hampton,"Hampton, Omarion","Hampton, O",Omarion Hampton,,Omarion Hampton,Hampton,Omarion,,2003-03-16,2003,03,16
dchqg2v0s4,dchqg2v0s4,4427834,23837,00-0039814,21295,AllxEr00,11592,5523779b-db60-4158-b232-8391bc7db65b,Q109864036,40989,E.All,Erick,Erick All,"All, Erick","All, E",Erick All,,Erick All,All,Erick,,2000-09-13,2000,09,13
ddskx0hrp8,ddskx0hrp8,4429023,23118,00-0039811,21144,LloyMa00,11581,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,Q114686918,40971,M.Lloyd,MarShawn,MarShawn Lloyd,"Lloyd, MarShawn","Lloyd, M",MarShawn Lloyd,,MarShawn Lloyd,Lloyd,MarShawn,,2001-01-05,2001,01,05
dm0kvmgs3h,dm0kvmgs3h,4569603,26314,00-0039880,21154,WashMa00,11610,d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4,Q123173281,41058,M.Washington,Malik,Malik Washington,"Washington, Malik","Washington, M",Malik Washington,,Malik Washington,Washington,Malik,,2000-10-20,2000,10,20
dmqwey6xp4,dmqwey6xp4,4698597,25416,00-0041099,23192,BrowBa02,13533,6b60ad35-8051-4253-8f8d-29279a213352,Q115491997,42812,B.Brown,Barion,Barion Brown,"Brown, Barion","Brown, B",Barion Brown,,Barion Brown,Brown,Barion,,2003-12-12,2003,12,12
ds7e1sr33w,ds7e1sr33w,4430191,23905,00-0038090,19465,MoorSk01,8168,1c8a4510-786c-4bc2-a9e9-e491b688206f,Q109875281,34009,S.Moore,Skyy,Skyy Moore,"Moore, Skyy","Moore, S",Skyy Moore,,Skyy Moore,Moore,Skyy,,2000-09-10,2000,09,10
e0523k77h8,e0523k77h8,4045305,17387,00-0034365,16155,ThomIa00,4995,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,Q55614243,31071,I.Thomas,Ian,Ian Thomas,"Thomas, Ian","Thomas, I",Ian Thomas,,Ian Thomas,Thomas,Ian,,1996-06-06,1996,06,06
e0rsknqwv8,e0rsknqwv8,4259147,24778,00-0037112,19960,TongJa00,8698,8d9236c0-ce09-11ec-9598-03840dd5f387,Q113686984,34374,J.Tonges,Jake,Jake Tonges,"Tonges, Jake","Tonges, J",Jake Tonges,,Jake Tonges,Tonges,Jake,,1999-07-08,1999,07,08
e5tg15f6sm,e5tg15f6sm,4683159,28144,00-0041467,23153,BondLe00,13541,60ce8141-c8fc-4162-8038-bf934d318b96,Q137267132,42826,L.Bond,Lewis,Lewis Bond,"Bond, Lewis","Bond, L",Lewis Bond,,Lewis Bond,Bond,Lewis,,2003-05-29,2003,05,29
e6j7yxqppw,e6j7yxqppw,4601080,24351,00-0040466,22488,SandRa00,12472,09b7c5d0-23ca-11f0-97f8-1902f784caec,Q113857305,42139,R.Sanders,Raheim,Raheim Sanders,"Sanders, Raheim","Sanders, R",Raheim Sanders,,Raheim Sanders,Sanders,Raheim,,2002-06-08,2002,06,08
ed399vdpvh,ed399vdpvh,4429684,26404,00-0039816,21376,GoulAn00,11762,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,Q121033005,41046,A.Gould,Anthony,Anthony Gould,"Gould, Anthony","Gould, A",Anthony Gould,,Anthony Gould,Gould,Anthony,,2001-04-06,2001,04,06
ednvt8hm3r,ednvt8hm3r,3918298,17298,00-0034857,16074,AlleJo02,4984,3069db07-aa43-4503-ab11-2ae5c0002721,Q27966578,30977,J.Allen,Joshua,Josh Allen,"Allen, Josh","Allen, J",Joshua Allen,,Josh Allen,Allen,Josh,,1996-05-21,1996,05,21
eed02e2mld,eed02e2mld,5081432,25418,00-0041040,22956,WillAn04,13301,d80b6d95-5b56-4e52-9a19-05957961f506,Q115110322,42693,A.Williams,Antonio,Antonio Williams,"Williams, Antonio","Williams, A",Antonio Williams,,Antonio Williams,Williams,Antonio,,2004-07-14,2004,07,14
efjdferc9m,efjdferc9m,4360086,22923,00-0038589,20614,WhylJo01,10212,601467c7-b593-472d-a147-b8e7bfdbe990,Q109561655,40182,J.Whyle,Josh,Josh Whyle,"Whyle, Josh","Whyle, J",Josh Whyle,,Josh Whyle,Whyle,Josh,,1999-09-08,1999,09,08
eg124lsk6d,eg124lsk6d,4686728,27109,00-0040584,22123,HelmGu00,12502,beb69cba-f240-43ed-88d3-50d066cf55d4,Q130442918,41905,G.Helm,Gunnar,Gunnar Helm,"Helm, Gunnar","Helm, G",Gunnar Helm,,Gunnar Helm,Helm,Gunnar,,2002-09-06,2002,09,06
egq78dgvb4,egq78dgvb4,4685504,28161,00-0041558,23014,RousSa00,13322,b8b3edc8-986a-4702-84a7-b5193331aebb,Q137170414,42691,S.Roush,Sam,Sam Roush,"Roush, Sam","Roush, S",Sam Roush,,Sam Roush,Roush,Sam,,2003-09-06,2003,09,06
enk14q47j8,enk14q47j8,4432708,23064,00-0039849,21121,HarrMa09,11628,e8da21a8-796d-48a2-b644-57d08983ae01,Q112063616,40893,M.Harrison,Marvin,Marvin Harrison,"Harrison, Marvin","Harrison, M",Marvin Harrison Jr.,Jr.,Marvin Harrison Jr.,Harrison,Marvin,,2002-08-11,2002,08,11
ep4wq1qct0,ep4wq1qct0,4242355,22718,00-0038041,19476,FergJa00,8110,f46eab3d-d7dd-4420-b3f9-6da9ac1308ab,Q110401826,34085,J.Ferguson,Jake,Jake Ferguson,"Ferguson, Jake","Ferguson, J",Jake Ferguson,,Jake Ferguson,Ferguson,Jake,,1999-01-18,1999,01,18
epw4ny22kr,epw4ny22kr,4360248,20164,00-0036970,18789,PittKy00,7553,1f3deb24-9ff8-4769-8f42-825eff7742f6,Q74616567,33392,K.Pitts,Kyle,Kyle Pitts,"Pitts, Kyle","Pitts, K",Kyle Pitts,,Kyle Pitts,Pitts,Kyle,,2000-10-06,2000,10,06
eshdb43ydd,eshdb43ydd,4430871,23679,00-0038951,20285,TuckSe00,9506,6d616c10-f35e-11ed-b721-9b68b08a2e09,Q108939968,40742,S.Tucker,Sean,Sean Tucker,"Tucker, Sean","Tucker, S",Sean Tucker,,Sean Tucker,Tucker,Sean,,2001-10-25,2001,10,25
etsfxh9w7m,etsfxh9w7m,5123663,27446,00-0040669,22134,TeSlIs00,12535,41e5e4a9-f04c-462e-a1d1-e35a8115b974,Q132029855,41865,I.TeSlaa,Isaac,Isaac TeSlaa,"TeSlaa, Isaac","TeSlaa, I",Isaac TeSlaa,,Isaac TeSlaa,TeSlaa,Isaac,,2002-02-20,2002,02,20
f4kgydstb4,f4kgydstb4,4362619,22986,00-0038611,20308,RodrCh00,10219,ae5c4758-cb53-4f17-8763-b91381036af3,Q108862470,40231,C.Rodriguez,Chris,Chris Rodriguez,"Rodriguez, Chris","Rodriguez, C",Chris Rodriguez Jr.,Jr.,Chris Rodriguez Jr.,Rodriguez,Chris,,1999-09-26,1999,09,26
f6734qwg50,f6734qwg50,4242433,22845,00-0036988,18862,PalmJo00,7670,857fcc59-10e8-4194-bd7d-41bc5f72a47f,Q105162234,33465,J.Palmer,Joshua,Josh Palmer,"Palmer, Josh","Palmer, J",Joshua Palmer,,Josh Palmer,Palmer,Josh,,1999-09-22,1999,09,22
f6b06k8w78,f6b06k8w78,4366031,25361,00-0038977,20323,DellNa00,9502,25e7b423-f716-4d1a-9623-cee3e7d822ab,Q115945795,40097,T.Dell,Nathaniel,Tank Dell,"Dell, Tank","Dell, T",Nathaniel Dell,,Tank Dell,Dell,Tank,,1999-10-29,1999,10,29
f8vrexlk88,f8vrexlk88,3929636,24904,00-0037156,20184,CharIr00,8861,f8578e10-d3bd-11ec-96a0-c3471a31202c,Q114282836,34356,I.Charles,Irvin,Irvin Charles,"Charles, Irvin","Charles, I",Irvin Charles,,Irvin Charles,Charles,Irvin,,1997-04-13,1997,04,13
fjhnnkyr90,fjhnnkyr90,5220680,28130,00-0041048,22967,HursTe00,13317,8e9964c2-b74c-4eb1-967b-2f82cc8f9767,Q137272866,42706,T.Hurst,Ted,Ted Hurst,"Hurst, Ted","Hurst, T",Ted Hurst III,III,Ted Hurst III,Hurst,Ted,,2004-07-02,2004,07,02
fl284gjn10,fl284gjn10,5088338,27463,00-0040876,22949,SarrEl00,13268,88739764-6bec-4d65-9381-a75510c5f595,Q130442719,42737,E.Sarratt,Elijah,Elijah Sarratt,"Sarratt, Elijah","Sarratt, E",Elijah Sarratt,,Elijah Sarratt,Sarratt,Elijah,,2003-05-28,2003,05,28
fnel3jjwm4,fnel3jjwm4,4361372,23742,00-0037805,19578,RuckJe00,8145,28f3732b-0910-4d09-9fd4-e43b821dc5bb,Q104850955,34057,J.Ruckert,Jeremy,Jeremy Ruckert,"Ruckert, Jeremy","Ruckert, J",Jeremy Ruckert,,Jeremy Ruckert,Ruckert,Jeremy,,2000-08-11,2000,08,11
fv7sxvpfn4,fv7sxvpfn4,4869645,28135,00-0041523,23043,DougCa00,13296,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,Q134348438,42697,C.Douglas,Caleb,Caleb Douglas,"Douglas, Caleb","Douglas, C",Caleb Douglas,,Caleb Douglas,Douglas,Caleb,,2003-09-09,2003,09,09
fvpx3xvk88,fvpx3xvk88,4912218,28424,00-0040890,23165,AlleCy00,13413,a07ac8bd-3929-4e48-b3c4-3ddeecd09dca,Q137917354,42773,C.Allen,Cyrus,Cyrus Allen,"Allen, Cyrus","Allen, C",Cyrus Allen,,Cyrus Allen,Allen,Cyrus,,2003-02-11,2003,02,11
fxwqcet2wm,fxwqcet2wm,3117251,16393,00-0033280,15222,McCaCh01,4034,f96db0af-5e25-42d1-a07a-49b4e065b364,Q21621996,30121,C.McCaffrey,Christian,Christian McCaffrey,"McCaffrey, Christian","McCaffrey, C",Christian McCaffrey,,Christian McCaffrey,McCaffrey,Christian,,1996-06-07,1996,06,07
g1jb86reeh,g1jb86reeh,4685553,28133,00-0041550,23097,ThomBr07,13380,c6e9feed-f5de-4717-84af-0c17af9e2a73,Q136131651,42727,B.Thompson,Brenen,Brenen Thompson,"Thompson, Brenen","Thompson, B",Brenen Thompson,,Brenen Thompson,Thompson,Brenen,,2003-07-25,2003,07,25
g3ebpvrjhw,g3ebpvrjhw,4241372,18226,00-0035662,17007,BrowMa04,5848,feeee40a-dd63-41a7-89cd-6c95b5456833,Q54110533,31857,M.Brown,Marquise,Marquise Brown,"Brown, Marquise","Brown, M",Marquise Brown,,Marquise Brown,Brown,Marquise,,1997-06-04,1997,06,04
g7qme995hm,g7qme995hm,4685279,24344,00-0040586,22092,BlueJa01,12457,f5e6eb8e-2c76-4bf9-b47f-57c62659341d,Q128792652,41935,J.Blue,Jaydon,Jaydon Blue,"Blue, Jaydon","Blue, J",Jaydon Blue,,Jaydon Blue,Blue,Jaydon,,2004-01-08,2004,01,08
g8dtxxjned,g8dtxxjned,4361112,26440,00-0039754,21434,CulpDe00,11820,c62dcaf1-79e3-4e15-8fb0-e7cb30a18fe4,Q124757164,41120,D.Culp,Devin,Devin Culp,"Culp, Devin","Culp, D",Devin Culp,,Devin Culp,Culp,Devin,,2000-02-02,2000,02,02
g8zk6fy75m,g8zk6fy75m,4426348,22902,00-0039910,21126,DaniJa02,11566,bab8c65a-9fff-410d-8e34-dc2f636d890e,Q66825384,40896,J.Daniels,Jayden,Jayden Daniels,"Daniels, Jayden","Daniels, J",Jayden Daniels,,Jayden Daniels,Daniels,Jayden,,2000-12-18,2000,12,18
gb9dwjf1eh,gb9dwjf1eh,4430656,27805,00-0040506,22734,PricMy00,13075,c17f53c0-25de-11f0-b2c4-1fd68bf02b2c,Q135918814,42389,M.Price,Myles,Myles Price,"Price, Myles","Price, M",Myles Price,,Myles Price,Price,Myles,,2001-12-16,2001,12,16
gc6dqf40r8,gc6dqf40r8,4362523,23821,00-0038394,20347,MallWi00,10220,5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057,Q114724579,40180,W.Mallory,Will,Will Mallory,"Mallory, Will","Mallory, W",Will Mallory,,Will Mallory,Mallory,Will,,1999-06-22,1999,06,22
gdwsppv2z8,gdwsppv2z8,3676833,18520,00-0037801,20247,TurpKa00,8917,2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a,Q110460526,34709,K.Turpin,KaVontae,KaVontae Turpin,"Turpin, KaVontae","Turpin, K",KaVontae Turpin,,KaVontae Turpin,Turpin,KaVontae,,1996-08-02,1996,08,02
gk0w642sjh,gk0w642sjh,4685307,28067,00-0041529,23176,ColeKe03,13338,0b7b96b1-7733-4ceb-ac59-5ff7029df86c,Q115802395,42768,K.Coleman,Kevin,Kevin Coleman,"Coleman, Kevin","Coleman, K",Kevin Coleman Jr.,Jr.,Kevin Coleman Jr.,Coleman,Kevin,,2003-09-10,2003,09,10
gm61zy413m,gm61zy413m,4911851,27285,00-0040238,22090,AlleLe01,12544,14aedd06-41a6-41db-8c5e-05483f91570d,Q122832663,42007,L.Allen,LeQuint,LeQuint Allen,"Allen, LeQuint","Allen, L",LeQuint Allen Jr.,Jr.,LeQuint Allen Jr.,Allen,LeQuint,,2004-08-05,2004,08,05
gpnl6x14j8,gpnl6x14j8,3886598,19590,00-0036259,18033,JennJa00,7049,3ae9f0fa-c711-4663-80cf-4707856c07aa,Q84749199,32887,J.Jennings,Bennie,Jauan Jennings,"Jennings, Jauan","Jennings, J",Bennie Jennings,,Jauan Jennings,Jennings,Jauan,,1997-07-10,1997,07,10
gv3bq5xn9d,gv3bq5xn9d,4361577,20113,00-0036626,18786,BrowDy00,7587,0fb60ada-bdd3-4d74-8c98-058303a1649a,Q100408294,33470,D.Brown,Dyami,Dyami Brown,"Brown, Dyami","Brown, D",Dyami Brown,,Dyami Brown,Brown,Dyami,,1999-11-01,1999,11,01
gx34tq6ygm,gx34tq6ygm,4678006,23004,00-0040739,22121,ArroEl00,12521,98bc7c8c-e6e4-4694-a0ef-d3f25274223e,Q130418405,41835,E.Arroyo,Elijah,Elijah Arroyo,"Arroyo, Elijah","Arroyo, E",Elijah Arroyo,,Elijah Arroyo,Arroyo,Elijah,,2003-04-05,2003,04,05
h18ml9n5pm,h18ml9n5pm,4262921,19236,00-0036322,17972,JeffJu00,6794,4131d4ee-0318-4bb5-832a-4dec80668a4f,Q69807017,32692,J.Jefferson,Justin,Justin Jefferson,"Jefferson, Justin","Jefferson, J",Justin Jefferson,,Justin Jefferson,Jefferson,Justin,,1999-06-16,1999,06,16
h1k3rd2mch,h1k3rd2mch,3915416,17265,00-0034827,16134,MoorD.00,4983,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,Q48977305,30994,D.Moore,Denniston,DJ Moore,"Moore, DJ","Moore, D",Denniston Moore,,DJ Moore,Moore,DJ,,1997-04-14,1997,04,14
h4gh5t7vew,h4gh5t7vew,4241463,19201,00-0036407,17964,JeudJe00,6783,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,Q52161990,32685,J.Jeudy,Jerry,Jerry Jeudy,"Jeudy, Jerry","Jeudy, J",Jerry Jeudy,,Jerry Jeudy,Jeudy,Jerry,,1999-04-24,1999,04,24
h5x0vlp33w,h5x0vlp33w,4569173,22726,00-0036875,18791,StevRh00,7611,6260e78a-64e2-4f7e-9bf8-39948a17a370,Q104648692,33508,R.Stevenson,Rhamondre,Rhamondre Stevenson,"Stevenson, Rhamondre","Stevenson, R",Rhamondre Stevenson,,Rhamondre Stevenson,Stevenson,Rhamondre,,1998-02-23,1998,02,23
h9ygyn3xsh,h9ygyn3xsh,4242335,19217,00-0036223,17962,TaylJo02,6813,925195a4-06ba-4e37-ae7d-a3d6a5419139,Q41788679,32711,J.Taylor,Jonathan,Jonathan Taylor,"Taylor, Jonathan","Taylor, J",Jonathan Taylor,,Jonathan Taylor,Taylor,Jonathan,,1999-01-19,1999,01,19
hcvrrdxwb8,hcvrrdxwb8,4426354,22963,00-0037247,19437,PickGe00,8137,018e8f25-54e5-44f1-967a-7ff237f1c52f,Q77718902,34007,G.Pickens,George,George Pickens,"Pickens, George","Pickens, G",George Pickens,,George Pickens,Pickens,George,,2001-03-04,2001,03,04
hfpk6r5ykr,hfpk6r5ykr,3126997,19052,00-0035544,17838,KennTo01,6588,dc51b38c-dc82-44ee-a88b-764d681ce58a,Q85809979,32561,T.Kennedy,Tom,Tom Kennedy,"Kennedy, Tom","Kennedy, T",Tom Kennedy,,Tom Kennedy,Kennedy,Tom,,1996-07-29,1996,07,29
hglp86bl2h,hglp86bl2h,4386544,25627,00-0038359,20736,SmitXa00,11168,98b88de0-e8e5-11ed-ad77-290d92d9e505,Q130214825,40399,X.Smith,Xavier,Xavier Smith,"Smith, Xavier","Smith, X",Xavier Smith,,Xavier Smith,Smith,Xavier,,1997-09-21,1997,09,21
hh0e1cjbfw,hh0e1cjbfw,4047365,18269,00-0035700,16998,JacoJo01,5850,61694ab9-b099-408e-b48d-6a643dd069ec,Q59660262,31856,J.Jacobs,Joshua,Josh Jacobs,"Jacobs, Josh","Jacobs, J",Joshua Jacobs,,Josh Jacobs,Jacobs,Josh,,1998-02-11,1998,02,11
hk779prr2d,hk779prr2d,4682648,27994,00-0041042,22952,FielMa00,13285,ed9f9d96-d1e5-43bd-ac69-cbd29bb0b9bb,Q126063506,42696,M.Fields,Steven,Malachi Fields,"Fields, Malachi","Fields, M",Steven Fields,,Malachi Fields,Fields,Malachi,,2003-08-26,2003,08,26
hlly7361cw,hlly7361cw,4367209,23153,00-0037252,19477,DulcGr00,8172,b9e4a022-d15c-4cef-9879-170277f17207,Q108755663,34036,G.Dulcich,Gregory,Greg Dulcich,"Dulcich, Greg","Dulcich, G",Gregory Dulcich,,Greg Dulcich,Dulcich,Greg,,2000-03-26,2000,03,26
hms8fhwnj8,hms8fhwnj8,4362238,25324,00-0038597,20292,BrowCh10,9224,d74ff06d-905d-4fed-8f98-b5f6d4549333,Q114554328,40196,C.Brown,Chase,Chase Brown,"Brown, Chase","Brown, C",Chase Brown,,Chase Brown,Brown,Chase,,2000-03-21,2000,03,21
hnv5fre0dm,hnv5fre0dm,4880236,28403,00-0041524,23042,KacmWi00,13434,8f405d6d-46dd-4f4e-b6cf-52379cd9bb54,Q137177840,42709,W.Kacmarek,Will,Will Kacmarek,"Kacmarek, Will","Kacmarek, W",Will Kacmarek,,Will Kacmarek,Kacmarek,Will,,2003-02-12,2003,02,12
hqy6mv7c28,hqy6mv7c28,4373626,24172,00-0037263,19441,AllgTy00,8132,f4529909-1a02-4f4b-a1f3-315cad100683,Q109336060,34107,T.Allgeier,Tyler,Tyler Allgeier,"Allgeier, Tyler","Allgeier, T",Tyler Allgeier,,Tyler Allgeier,Allgeier,Tyler,,2000-04-15,2000,04,15
hv0bye67hh,hv0bye67hh,4686422,25332,00-0038618,20305,HutcXa00,10218,aed98af2-b228-4b74-a804-2d210bd11122,Q110782713,40232,X.Hutchinson,Xavier,Xavier Hutchinson,"Hutchinson, Xavier","Hutchinson, X",Xavier Hutchinson,,Xavier Hutchinson,Hutchinson,Xavier,,2000-06-01,2000,06,01
