id,ids_prism,ids_espn,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay,profile_height,profile_weight,position_abbreviation,position_group,team_abbreviation,team_jerseyNumber,status_code,status_description,profile_rookieYear
srenpf3qwh,srenpf3qwh,4240631,00-0036425,18005,DallDe00,6931,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,Q87893202,32814,D.Dallas,DeeJay,DeeJay Dallas,"Dallas, DeeJay","Dallas, D",DeeJay Dallas,,DeeJay Dallas,Dallas,DeeJay,,1998-09-16,1998,09,16,70,225,RB,RB,JAX,20,ACT,Active,2020
svcctyhwx8,svcctyhwx8,4241464,00-0036972,18800,JoneMa05,7527,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,Q64009136,33403,M.Jones,Michael,Mac Jones,"Jones, Mac","Jones, M",Michael Jones,,Mac Jones,Jones,Mac,,1998-09-05,1998,09,05,75,220,QB,QB,SF,10,ACT,Active,2021
svjtece4kw,svjtece4kw,4685720,00-0039150,20281,YounBr01,9228,38475bfa-9773-4c3b-9157-a0dbd576fa22,Q79416176,40029,B.Young,Bryce,Bryce Young,"Young, Bryce","Young, B",Bryce Young,,Bryce Young,Young,Bryce,,2001-07-25,2001,07,25,70,192,QB,QB,CAR,9,ACT,Active,2023
t0g1wwfvpd,t0g1wwfvpd,4360238,00-0037258,19447,PierDa01,8129,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,Q110826056,34063,D.Pierce,Dameon,Dameon Pierce,"Pierce, Dameon","Pierce, D",Dameon Pierce,,Dameon Pierce,Pierce,Dameon,,2000-02-19,2000,02,19,70,215,RB,RB,PHI,39,ACT,Active,2022
t1e28kz6td,t1e28kz6td,4832955,00-0041013,22939,JohnEm01,13337,ec3e0874-c2bc-49f6-b4b1-dfc874eecb9b,Q136198724,42796,E.Johnson,Emmett,Emmett Johnson,"Johnson, Emmett","Johnson, E",Emmett Johnson,,Emmett Johnson,Johnson,Emmett,,2003-10-10,2003,10,10,70,202,RB,RB,KC,10,ACT,Active,2026
thf0ell5bh,thf0ell5bh,3915411,00-0035537,17046,JohnTy02,6039,96e6687b-2b89-4dd9-98df-6e7507cd82cf,Q63430765,32018,T.Johnson,Ty,Ty Johnson,"Johnson, Ty","Johnson, T",Ty Johnson,,Ty Johnson,Johnson,Ty,,1997-09-17,1997,09,17,70,210,RB,RB,BUF,26,ACT,Active,2019
tyxt6dshrr,tyxt6dshrr,14880,00-0029604,10974,CousKi00,1166,bbd0942c-6f77-4f83-a6d0-66ec6548019e,Q431248,25812,K.Cousins,Kirk,Kirk Cousins,"Cousins, Kirk","Cousins, K",Kirk Cousins,,Kirk Cousins,Cousins,Kirk,,1988-08-19,1988,08,19,75,214,QB,QB,LV,8,ACT,Active,2012
v2kj0h5w6d,v2kj0h5w6d,4432631,00-0041312,23541,WhitNo00,13437,e656bff0-4322-11f1-a39d-09ec94a91f1f,Q136051141,43197,N.Whittington,Noah,Noah Whittington,"Whittington, Noah","Whittington, N",Noah Whittington,,Noah Whittington,Whittington,Noah,,2001-12-13,2001,12,13,68,203,RB,RB,HOU,26,ACT,Active,2026
vdedn42f68,vdedn42f68,4360310,00-0036971,18779,LawrTr00,7523,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,Q42225228,33389,T.Lawrence,William,Trevor Lawrence,"Lawrence, Trevor","Lawrence, T",William Lawrence,,Trevor Lawrence,Lawrence,Trevor,,1999-10-06,1999,10,06,78,220,QB,QB,JAX,16,ACT,Active,2021
vj89czy6p4,vj89czy6p4,4362887,00-0036945,18783,FielJu00,7591,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,Q52715014,33399,J.Fields,Justin,Justin Fields,"Fields, Justin","Fields, J",Justin Fields,,Justin Fields,Fields,Justin,,1999-03-05,1999,03,05,75,227,QB,QB,KC,6,ACT,Active,2021
vr68v78y64,vr68v78y64,4429939,00-0039405,21163,JordJa00,11588,d3ddb80f-6f08-4594-be42-4c2f0716f4ef,Q122976631,41064,J.Jordan,Jawhar,Jawhar Jordan,"Jordan, Jawhar","Jordan, J",Jawhar Jordan,,Jawhar Jordan,Jordan,Jawhar,,1999-08-18,1999,08,18,70,186,RB,RB,HOU,25,ACT,Active,2024
vt838jcct4,vt838jcct4,3042519,00-0033293,15392,JoneAa00,4199,27dd5b6e-ea65-4622-a6b4-460fd144407c,Q30122536,30295,A.Jones,Aaron,Aaron Jones,"Jones, Aaron","Jones, A",Aaron Jones,,Aaron Jones,Jones,Aaron,,1994-12-02,1994,12,02,69,208,RB,RB,MIN,33,ACT,Active,2017
w4hbw6wjzw,w4hbw6wjzw,4570561,00-0038396,19448,GrayEr01,10223,dcc536c1-36f2-4e34-8028-ccf32d930018,Q105320431,40198,E.Gray,Eric,Eric Gray,"Gray, Eric","Gray, E",Eric Gray,,Eric Gray,Gray,Eric,,1999-11-04,1999,11,04,70,210,RB,RB,NYG,20,ACT,Active,2023
wbxxcs6f34,wbxxcs6f34,3116389,00-0033526,15362,PeriSa00,4147,e601812f-ce24-4e99-bee0-e33c1e9014e4,Q18572038,30227,S.Perine,Samaje,Samaje Perine,"Perine, Samaje","Perine, S",Samaje Perine,,Samaje Perine,Perine,Samaje,,1995-09-16,1995,09,16,70,240,RB,RB,CIN,34,ACT,Active,2017
weeyz1zb6r,weeyz1zb6r,4429275,00-0039921,21135,BensTr01,11589,0c1253f2-1822-445d-8590-fea6fd32703f,Q115222279,40958,T.Benson,Trey,Trey Benson,"Benson, Trey","Benson, T",Trey Benson,,Trey Benson,Benson,Trey,,2002-07-23,2002,07,23,72,225,RB,RB,ARI,33,ACT,Active,2024
wp36qe6rpw,wp36qe6rpw,4239996,00-0036973,18770,EtieTr00,7543,970693f0-0af4-4627-ac0c-bf519f7433ee,Q56651173,33413,T.Etienne,Travis,Travis Etienne,"Etienne, Travis","Etienne, T",Travis Etienne,,Travis Etienne,Etienne,Travis,,1999-01-26,1999,01,26,70,215,RB,RB,NO,3,ACT,Active,2021
wshy1g3sjr,wshy1g3sjr,4870808,00-0041027,22930,LoveJe00,13287,ca61f1e4-5a51-45b8-b8e3-f6564d9c2648,Q129281609,42625,J.Love,Jeremiyah,Jeremiyah Love,"Love, Jeremiyah","Love, J",Jeremiyah Love,,Jeremiyah Love,Love,Jeremiyah,,2005-05-31,2005,05,31,72,214,RB,RB,ARI,4,ACT,Active,2026
x1tpmcrwsw,x1tpmcrwsw,4686658,00-0040878,22955,WashMi00,13305,b783f45a-16ea-4145-9f3a-fafaa1bb0058,Q137042890,42744,M.Washington,Michael,Mike Washington,"Washington, Mike","Washington, M",Michael Washington Jr.,Jr.,Mike Washington Jr.,Washington,Mike,,2003-07-03,2003,07,03,73,223,RB,RB,LV,30,ACT,Active,2026
x6v43m6kp0,x6v43m6kp0,4249836,00-0038098,19479,StroPi00,8116,8a9a3c7f-57a1-4064-9bda-2c7fad7b5c01,Q109182340,34083,P.Strong,Pierre,Pierre Strong,"Strong, Pierre","Strong, P",Pierre Strong,,Pierre Strong,Strong,Pierre,,1998-12-10,1998,12,10,71,207,RB,RB,GB,22,ACT,Active,2022
x90w8hx7j4,x90w8hx7j4,4693370,00-0041398,23207,NowaRi00,13433,d85be8f9-009d-4de5-838d-1cb07e4105cc,Q136850221,42803,R.Nowakowski,Riley,Riley Nowakowski,"Nowakowski, Riley","Nowakowski, R",Riley Nowakowski,,Riley Nowakowski,Nowakowski,Riley,,2002-06-30,2002,06,30,74,250,FB,RB,PIT,37,ACT,Active,2026
x9yhflcxk8,x9yhflcxk8,4599739,00-0038551,20304,MillKe01,9757,66627686-34fe-4599-84ac-e436fd7d798a,Q114919071,40108,K.Miller,Kendre,Kendre Miller,"Miller, Kendre","Miller, K",Kendre Miller,,Kendre Miller,Miller,Kendre,,2002-06-11,2002,06,11,72,220,RB,RB,NO,5,ACT,Active,2023
xc1cxd8cxh,xc1cxd8cxh,4432762,00-0040668,22056,SandSh00,12524,270e09bc-8bf8-44b0-87ed-1fd014de4ab7,Q111441081,41930,S.Sanders,Shedeur,Shedeur Sanders,"Sanders, Shedeur","Sanders, S",Shedeur Sanders,,Shedeur Sanders,Sanders,Shedeur,,2002-02-07,2002,02,07,74,212,QB,QB,CLE,2,ACT,Active,2025
xeev31h0j0,xeev31h0j0,4702555,00-0041496,22941,ColeJo00,13345,0ff54d6c-4d2a-4974-9815-b889e7dc293e,Q124352406,42730,J.Coleman,Jonah,Jonah Coleman,"Coleman, Jonah","Coleman, J",Jonah Coleman,,Jonah Coleman,Coleman,Jonah,,2003-08-20,2003,08,20,68,220,RB,RB,DEN,20,ACT,Active,2026
xsh30yq5t4,xsh30yq5t4,4429096,00-0039738,20278,CoruBl00,11586,93ba1da2-3679-4ddc-9687-0802349f9ee2,Q100795875,40962,B.Corum,Blake,Blake Corum,"Corum, Blake","Corum, B",Blake Corum,,Blake Corum,Corum,Blake,,2000-11-25,2000,11,25,68,202,RB,RB,LA,24,ACT,Active,2024
xskgvvvclr,xskgvvvclr,4241985,00-0036158,17963,DobbJK00,6806,a57b9914-4315-4295-98b4-9b348c52d6a1,Q40059201,32725,J.Dobbins,J.K.,J.K. Dobbins,"Dobbins, J.K.","Dobbins, J",J.K. Dobbins,,J.K. Dobbins,Dobbins,J.K.,,1998-12-17,1998,12,17,70,215,RB,RB,DEN,27,ACT,Active,2020
xt0g9xz8e4,xt0g9xz8e4,4431562,00-0040021,22305,MafaPh00,12738,54b97d06-1639-46a3-9dcc-67320687281d,Q123416724,42018,P.Mafah,Phil,Phil Mafah,"Mafah, Phil","Mafah, P",Phil Mafah,,Phil Mafah,Mafah,Phil,,2002-10-24,2002,10,24,73,232,RB,RB,DAL,37,ACT,Active,2025
yerpehcl0m,yerpehcl0m,4242512,00-0038128,19458,WillMa12,8161,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,Q101247586,34042,M.Willis,Malik,Malik Willis,"Willis, Malik","Willis, M",Malik Willis,,Malik Willis,Willis,Malik,,1999-05-25,1999,05,25,73,225,QB,QB,MIA,2,ACT,Active,2022
ypzcrf33b4,ypzcrf33b4,4575131,00-0040242,22130,CrosJa00,12533,202b8be6-40d2-49ed-b256-312ac45ec70f,Q132063724,42010,J.Croskey-Merritt,Jacory,Jacory Croskey-Merritt,"Croskey-Merritt, Jacory","Croskey-Merritt, J",Jacory Croskey-Merritt,,Jacory Croskey-Merritt,Croskey-Merritt,Jacory,,2001-04-12,2001,04,12,71,208,RB,RB,WAS,22,ACT,Active,2025
z1042rsrxw,z1042rsrxw,4240603,00-0037563,20100,DaviMa02,8800,7caf1f90-d30d-11ec-8b77-45b1765fd110,Q114313913,34610,M.Davis,Malik,Malik Davis,"Davis, Malik","Davis, M",Malik Davis,,Malik Davis,Davis,Malik,,1998-11-26,1998,11,26,71,200,RB,RB,DAL,20,ACT,Active,2022
z6tbtr7ph0,z6tbtr7ph0,4890973,00-0040122,22055,JeanAs00,12527,320fc4b7-76c7-43af-bbfd-1a22ba8f78cb,Q122784078,41791,A.Jeanty,Ashton,Ashton Jeanty,"Jeanty, Ashton","Jeanty, A",Ashton Jeanty,,Ashton Jeanty,Jeanty,Ashton,,2003-12-02,2003,12,02,68,208,RB,RB,LV,2,ACT,Active,2025
zjr65nww0w,zjr65nww0w,4360689,00-0040743,22220,ShouTy00,12545,94b8f9e1-3109-4429-8f71-4f79d7588237,Q90415917,41825,T.Shough,Tyler,Tyler Shough,"Shough, Tyler","Shough, T",Tyler Shough,,Tyler Shough,Shough,Tyler,,1999-09-28,1999,09,28,77,219,QB,QB,NO,6,ACT,Active,2025
zsv899yhkh,zsv899yhkh,4429013,00-0038555,20279,BigsTa00,9225,2034916c-8062-46e3-8d0c-d0dec694e2d1,Q100561971,40095,T.Bigsby,Cantavious,Tank Bigsby,"Bigsby, Tank","Bigsby, T",Cantavious Bigsby,,Tank Bigsby,Bigsby,Tank,,2002-08-30,2002,08,30,71,215,RB,RB,PHI,8,ACT,Active,2023
zv3z421nm0,zv3z421nm0,4882093,00-0040719,22106,TuteBh00,12490,26d4b13e-a555-4519-9356-cd16c65384e7,Q130376111,41900,B.Tuten,Bhayshul,Bhayshul Tuten,"Tuten, Bhayshul","Tuten, B",Bhayshul Tuten,,Bhayshul Tuten,Tuten,Bhayshul,,2002-02-14,2002,02,14,69,209,RB,RB,JAX,33,ACT,Active,2025
